#pdbId,resol,eff.resol
1lo6,1.56,2.19945374973922
2rth,1.56,3.13648658583821
1gja,1.56,2.93008088742886
2euz,1.56,1.82554885565253
2evf,1.56,1.80019052610523
2bju,1.56,2.83469304094749
1w9e,1.56,2.44951525292372
1y1k,1.56,2.06284925621496
1sxr,1.56,2.34632707959827
1yu0,1.56,1.73486336732746
1bq6,1.56,2.71491295645680
1bi5,1.56,2.45855368644979
1oo2,1.56,3.34154326595260
1gkb,1.56,2.36817124051907
1vke,1.56,2.0225465177723
2afw,1.56,2.51151607206847
1egu,1.56,3.31036705107418
1gdv,1.57,4.07862650641806
1o4k,1.57,2.25022968216443
2ai4,1.57,2.35967252739592
2a0b,1.57,1.93537154029138
2d0n,1.57,3.11188423696312
1dk8,1.57,2.47594952862825
1p37,1.57,2.41670748088655
1pqi,1.57,3.22225949077033
2fx6,1.57,2.44816617292411
1akz,1.57,2.16775373584863
1m65,1.57,2.38897727035063
2f9h,1.57,3.13888597563338
2ize,1.57,3.10822035662057
1zi1,1.57,2.93400170229735
1xbb,1.57,2.23969070951861
1jov,1.57,2.93083410134408
2eux,1.57,1.92143508628821
1a3h,1.57,1.94378493497247
1hch,1.57,2.15187941417457
1via,1.57,2.38499546499092
1tm3,1.57,2.14799575391496
1moq,1.57,2.24996281970856
1r9y,1.57,2.11730959513916
1a8d,1.57,3.36432670195238
1zed,1.57,2.83387565163305
1lyc,1.57,2.93108386033813
2bme,1.57,2.72306268912994
1x7y,1.57,2.42865673581577
1r45,1.57,2.68627127872237
1zz1,1.57,2.61360443374116
1p1r,1.57,1.93298720434682
1gv5,1.58,1.70315763043921
1wn9,1.58,2.50829827962268
1wna,1.58,2.17749073659998
2d2y,1.58,1.58289841228458
1akr,1.58,2.72243959999055
1wwi,1.58,2.28757919728586
1p2r,1.58,2.61723249225637
1p2l,1.58,2.66457369938726
1awq,1.58,3.45969861972721
2fdd,1.58,2.31069738705234
1r55,1.58,2.12060808616232
1fma,1.58,2.56850141227609
1q4d,1.58,2.48762629995207
2bzg,1.58,2.39384615096793
2izf,1.58,2.47672704091937
2rto,1.58,3.18154335685452
1cp7,1.58,1.87098741342888
2fi4,1.58,2.05672766395497
2fi5,1.58,2.02576449073554
2fi3,1.58,2.00729572149865
1o2g,1.58,2.98818765557825
1iz7,1.58,2.88359324220157
1mkr,1.58,2.17899884119341
1vrm,1.58,1.88953167715686
2aex,1.58,2.51735431554983
1y5w,1.58,2.37799607298511
1y5v,1.58,2.58421114022107
1xs0,1.58,3.79409298684076
1wyc,1.58,1.94868118645607
1r9x,1.58,2.17324863948098
1xby,1.58,2.15713690362042
1skb,1.58,2.16075048357687
1xta,1.58,2.7999361653034
1ys7,1.58,2.85052607304030
1awr,1.58,3.79753702244226
1ms9,1.58,2.42105976582698
1sd8,1.59,1.64855726526865
1v7q,1.59,2.65947262434312
1nox,1.59,1.54347842618199
1w0h,1.59,1.85632613711176
1o39,1.59,2.39043169622905
1dpo,1.59,2.83606052391391
1exa,1.59,2.00175986808908
1zjp,1.59,2.68597740105040
2a8w,1.59,2.34971531049091
1wsz,1.59,2.93328493999491
1zhj,1.59,2.57628637166065
1vhn,1.59,1.78583569062776
1r9l,1.59,1.79325678820391
1mrq,1.59,2.15501810595413
1tm7,1.59,2.15210642262551
1ye3,1.59,2.37408454560336
1vio,1.59,2.27873693822818
1g6i,1.59,2.78298793915377
2cdp,1.59,2.45832862244894
1bzz,1.59,2.72443337925206
1bz1,1.59,2.75131534115784
1vht,1.59,2.25898771506736
1e2r,1.59,2.45446958917676
1uz9,1.6,2.19949319190451
1guu,1.6,2.68827542699631
1r0f,1.6,1.35540776966067
1r0g,1.6,1.35540776966067
1b2j,1.6,1.70289670887662
1knt,1.6,2.38344375255068
7pti,1.6,2.77785195288279
1ywp,1.6,1.69847899081316
1bf4,1.6,3.07641968024596
2ccn,1.6,2.48387735061097
1wtv,1.6,3.09075090359423
2jia,1.6,2.34024078819335
5msi,1.6,2.63685237836348
4msi,1.6,2.37621286867307
1azp,1.6,3.22476398385496
1qr9,1.6,3.56190353009875
4icb,1.6,2.44448999618739
1vcc,1.6,2.77594646309124
1wm2,1.6,2.48522120797693
1u84,1.6,1.79073279148953
451c,1.6,3.06048534807765
351c,1.6,3.09362357193851
2d3d,1.6,1.50954032284333
1cm3,1.6,3.19204643801685
1a1i,1.6,1.91788687371554
1a1h,1.6,2.81596995223354
1ptf,1.6,2.11882276746726
1gvp,1.6,2.98332825805398
1yd3,1.6,0.726077994589799
1yd2,1.6,0.873929949351725
2ygs,1.6,2.24732203733938
1s29,1.6,2.07153817238379
1box,1.6,2.32929075593015
1trz,1.6,3.16749203752847
1zeg,1.6,2.22257803487420
1iuz,1.6,2.02729694972617
1pnc,1.6,1.91758338343054
1pnd,1.6,2.27091023592331
2b9d,1.6,3.58272997335245
3cao,1.6,2.71482802351434
1o4m,1.6,2.62722178504933
1o4n,1.6,3.27740162923865
1mfw,1.6,2.83179344596075
1x0t,1.6,2.72078679481953
1co6,1.6,3.23520544044622
1bkf,1.6,3.13950693292621
3cyr,1.6,2.17852753872636
1cdp,1.6,2.93975512555843
5cpv,1.6,2.99398298738472
1jer,1.6,3.77844798498568
1hxi,1.6,2.21021460389364
1aal,1.6,3.20865950315354
1efq,1.6,2.96525127284212
2rhe,1.6,3.44905799300758
2rns,1.6,2.39963316898933
1rnu,1.6,2.41540676293346
1rnv,1.6,2.55991791326733
1mav,1.6,2.76048362880423
4bp2,1.6,2.75234924058348
1zv1,1.6,2.47862004851022
1xte,1.6,2.88896624419687
2bez,1.6,2.17460788034221
1r5r,1.6,2.70963627785550
2awg,1.6,2.14058578779837
2b29,1.6,3.08764150655847
1mvo,1.6,2.03123224663255
1q7a,1.6,3.26735494507658
1kp4,1.6,2.60295709439582
1mg6,1.6,2.90355513228734
8paz,1.6,3.25917769079618
1m5t,1.6,1.89849272687729
1vkq,1.6,2.09740940547229
1cxc,1.6,3.29303473874024
1bqr,1.6,2.69983763096499
4fgf,1.6,3.11218956839665
1a5p,1.6,3.32096605687534
4rsd,1.6,2.91759749358668
1bel,1.6,2.83294413086395
3rsd,1.6,2.69753602467218
1rob,1.6,3.23595836581272
2asf,1.6,2.07731865832978
1s1z,1.6,2.71962143463669
1s1y,1.6,2.72050542347548
1ts0,1.6,2.55906531070126
1ts6,1.6,2.55906531070126
1t1a,1.6,3.14437148688533
1uxx,1.6,2.44338050950031
1t1b,1.6,3.37394772032316
1bfg,1.6,3.15138551705641
1vwm,1.6,3.4006857709878
1j3a,1.6,2.25157125315540
1jb3,1.6,3.44590786745667
1jze,1.6,3.57141838524298
1b8z,1.6,2.14568878562452
1cuo,1.6,2.07593699966657
1vat,1.6,2.13001511323667
1t3p,1.6,2.38288767502611
1lza,1.6,2.47020022545123
1vds,1.6,2.37853801301074
1yil,1.6,2.53402463002006
1lmq,1.6,2.94618114050964
3nul,1.6,1.74942540743267
1lid,1.6,1.75622733893782
1lif,1.6,1.93306667874009
1lie,1.6,2.25083450840007
1adl,1.6,1.97796655130086
1lic,1.6,2.16922027819970
1kuh,1.6,2.10879345827261
1eqt,1.6,2.94797240506866
1b3a,1.6,2.47546517565864
1o8v,1.6,2.06507811918016
1zzo,1.6,2.44773339010855
1wld,1.6,2.33023464200679
1r62,1.6,1.96572051536559
1c1f,1.6,2.35937703307313
1hi2,1.6,2.81458497715202
1lmt,1.6,2.93548227683318
1ey4,1.6,3.60959904910129
1ey0,1.6,3.40689345202199
1tvg,1.6,2.85957323203184
2b3g,1.6,2.3464604676424
5nul,1.6,2.40896686262600
1wqj,1.6,2.39182165064789
1x6o,1.6,1.87658146277272
1tzw,1.6,2.81881996422879
1ugx,1.6,1.63326447984694
1id0,1.6,3.3123169040474
1mba,1.6,2.66548956632219
2fl4,1.6,2.58000174072871
2c8s,1.6,3.07840518933946
2eve,1.6,2.02979348072237
1jxb,1.6,2.80118320604312
1nz3,1.6,3.17343112538009
1mbo,1.6,3.11723359281235
1mz0,1.6,2.10805640875065
1n9i,1.6,2.29537910210802
1n9x,1.6,2.06086685404958
1myz,1.6,2.24990135153075
1co9,1.6,2.75978383017414
1cio,1.6,2.96278320789715
1ufj,1.6,2.52290830278143
1fcs,1.6,3.55030323247560
1md6,1.6,2.46507093119752
1y4m,1.6,3.25767705412608
1ie0,1.6,2.37382437595830
1c09,1.6,1.76407710165525
2ilk,1.6,3.30928374992648
2ewr,1.6,1.45004855329575
1znd,1.6,3.19367891155037
1znk,1.6,3.22370990674503
1zng,1.6,3.25222672164377
1ra2,1.6,2.53535326020654
2f3z,1.6,2.47790137729921
1uux,1.6,2.26369870951039
1wc9,1.6,2.66552734532215
1jhj,1.6,2.43960034522621
1a3c,1.6,3.09950527919546
1vdn,1.6,2.81405840475766
1yb3,1.6,1.91824691573397
1qra,1.6,2.8024041837289
1g12,1.6,2.33786909296241
1h96,1.6,1.72955690136742
1n6i,1.6,1.98306699936768
1n6n,1.6,2.05405376524140
1n6l,1.6,2.03682981489631
1tyj,1.6,2.81444227680932
1g8q,1.6,3.30019892501808
1rfy,1.6,2.03051092658521
1y0u,1.6,1.69125158253723
1mr3,1.6,2.60813007352808
1yw5,1.6,2.23030250422666
1dj7,1.6,2.67585310035691
1ky2,1.6,2.80618687223024
1k4n,1.6,2.95734074118604
1di7,1.6,2.69071094589750
1eqd,1.6,3.35200355972872
1t1v,1.6,2.80829479632635
154l,1.6,2.87958837044945
153l,1.6,2.72485150892518
1hv0,1.6,2.50053157980774
1xnc,1.6,2.51437798124368
1sk7,1.6,2.95154463031242
1ps4,1.6,2.02073032329182
1q2u,1.6,2.02073032329182
2cve,1.6,2.5013964489083
1j1g,1.6,2.21411345308943
2ap3,1.6,1.66718581225894
2sfa,1.6,3.23307705990299
1j1f,1.6,2.17759551148879
1wt6,1.6,2.99552461933574
1fvg,1.6,2.52508511688915
1q91,1.6,2.46998034477989
1ru0,1.6,2.20035913553025
1rki,1.6,2.73815915131363
1cuj,1.6,2.69764232698575
1y0h,1.6,2.32172399980993
1qrx,1.6,2.37212407391697
1jxg,1.6,2.38705057172484
1ylx,1.6,2.34542925474370
2c0z,1.6,1.97296760102820
1umj,1.6,2.51098435520240
1fi2,1.6,2.3635044715516
2et1,1.6,2.43530865891534
1w3o,1.6,2.66282416562193
1iuj,1.6,3.34679200598335
1j2j,1.6,2.02075903190063
2aoj,1.6,2.96124664226141
1nf8,1.6,2.02098427168293
1gsi,1.6,2.29007771426476
1lor,1.6,2.25027048089113
1nmy,1.6,2.06621218940414
1nn0,1.6,2.87595865531828
1e9a,1.6,2.32963687471661
1e9c,1.6,2.86708217755257
1e2f,1.6,2.68042383748571
2gim,1.6,2.76642344083046
1e9e,1.6,2.36524940175621
1pew,1.6,3.41270436538057
1ro2,1.6,3.54236044355493
1ft5,1.6,3.26473139128735
1ppn,1.6,3.22993482251562
1nln,1.6,2.79886271534848
1fr2,1.6,2.31136397079468
1rz2,1.6,2.95083023859020
1khq,1.6,2.28363775080862
2ayh,1.6,2.77379782125793
1t92,1.6,2.46914359057396
2brc,1.6,2.16017015011637
1f2a,1.6,2.23963688570385
2byi,1.6,2.43036022982204
1k4l,1.6,2.98254621332616
1fqt,1.6,2.29311986688174
1zin,1.6,2.42378801346764
1ii5,1.6,2.53680100377555
1x7t,1.6,2.08814789070766
1rc9,1.6,2.06068563091774
2evr,1.6,1.68698945520120
2f7i,1.6,2.04824642077082
1y3v,1.6,2.00818998008341
1y5u,1.6,2.27687006178562
1fni,1.6,3.09109428763551
1gi5,1.6,2.59294316801843
1v2l,1.6,2.44690165481765
1j16,1.6,2.15668710770946
1eeu,1.6,2.32413503603784
1dad,1.6,2.56287056756301
1dak,1.6,2.41113829231407
1kg4,1.6,1.93235820769125
1q73,1.6,2.43958487174286
1g4y,1.6,3.27170030946008
1eug,1.6,2.75539904199321
5eug,1.6,2.86973812647268
1ou8,1.6,2.13203565344607
1o1z,1.6,1.63960373029827
2cxa,1.6,2.40435367864849
2awj,1.6,2.47487903799269
1p5z,1.6,2.04310852955635
1yc7,1.6,2.56563580800374
1x8h,1.6,2.28583579909118
1nfp,1.6,2.75605446975996
1sok,1.6,1.99384654779136
1fbn,1.6,2.59805237068105
1g8s,1.6,2.65131771954335
1ct4,1.6,2.59858200206781
8gch,1.6,3.06921280116763
1na0,1.6,1.58424638630151
1gct,1.6,2.58336194000829
3gct,1.6,2.72886779193668
1ab9,1.6,2.21535599334557
1xdz,1.6,1.85271531022776
1nme,1.6,2.07254127844235
1scs,1.6,2.53064517124327
1ow4,1.6,2.55304068108083
1btu,1.6,2.56743631140588
2izd,1.6,3.43569332284273
1wli,1.6,2.51559908660479
1wll,1.6,2.35443388044292
1jif,1.6,2.49281673331819
1hax,1.6,1.92119833438527
1elw,1.6,2.00347514629656
1qr3,1.6,3.22623012040089
1wcv,1.6,3.15586153812389
1vap,1.6,3.55491721618417
1nu0,1.6,2.42467282908452
1xpc,1.6,3.39289537766355
1ftk,1.6,2.76838442867687
1dbw,1.6,2.89457711271342
2beq,1.6,2.68300959849466
1w4o,1.6,3.01810296199822
1gy6,1.6,2.96821011947875
1zo2,1.6,2.78860059275618
1mrk,1.6,2.9323721315742
1mrj,1.6,2.77196236712532
1qtp,1.6,2.08390265315013
1u0q,1.6,2.49426687688199
1lln,1.6,2.88484010902655
2g30,1.6,2.30375641134436
1mp8,1.6,2.74975879201693
1mct,1.6,2.61587512397919
2a7m,1.6,2.95645060825375
1qwg,1.6,2.28607596770254
1nwp,1.6,2.36662961690905
1b2l,1.6,2.27604178433274
1g6h,1.6,2.828316325407
1b2k,1.6,3.15085471141168
1lkr,1.6,3.30489503164476
1cil,1.6,2.43147680351676
1t7f,1.6,1.77248962206050
1fr4,1.6,3.49506242795211
2bl8,1.6,2.33800124725107
1p1n,1.6,2.57961672760994
1lzs,1.6,2.80712017556854
1g0e,1.6,2.45047866477765
1hcb,1.6,2.65063025643865
1lk0,1.6,2.40462327751251
1vka,1.6,1.34412517444432
1qgi,1.6,2.70008390782641
1uof,1.6,2.85985415395786
2evc,1.6,2.86593899955799
1t7m,1.6,2.27551237197992
1uyz,1.6,1.99211112463823
1p1o,1.6,2.20475719671121
3pnp,1.6,2.50440393657247
1yvm,1.6,2.73199561070481
1nxy,1.6,2.37205142208254
1g6g,1.6,2.40335728206272
1m4j,1.6,2.80367235960915
1hjf,1.6,2.24263937601496
1kyh,1.6,2.42988418288395
1q5p,1.6,2.56509213059865
1ndu,1.6,2.55032159014842
1urw,1.6,2.66690651926232
1qpc,1.6,2.48584891217527
2dri,1.6,2.30834202078772
1iup,1.6,2.20272941133601
1uk8,1.6,2.33876706249451
1h00,1.6,2.75535791427433
1jy3,1.6,2.43577857388372
1sup,1.6,2.57688217241593
1iyn,1.6,2.78503539505297
2bvd,1.6,2.10856546471374
1q4u,1.6,2.93199043705896
1ukk,1.6,2.67044390233351
1i60,1.6,2.53757725876914
1pb9,1.6,2.6351853091439
1n57,1.6,2.91252162766721
1p2k,1.6,2.08640412867132
1p63,1.6,2.62943104341605
1q4t,1.6,2.90072373768125
1wmq,1.6,3.12821506959703
1cg5,1.6,2.55478479729101
1jat,1.6,2.68882471876607
1yj3,1.6,3.08558531008275
1aht,1.6,2.82449680958539
1p0h,1.6,2.55982237530591
1f2t,1.6,2.44447615359838
1lj9,1.6,2.48048910023353
1ns9,1.6,2.46323768282969
1i5r,1.6,2.67439101864584
1exq,1.6,3.42795769537662
5hbi,1.6,2.05950089598895
7hbi,1.6,2.0728523350038
4hbi,1.6,2.27190462513473
4sdh,1.6,2.65393054633204
1v2b,1.6,1.39232511210934
2c30,1.6,2.23558261316484
1x2j,1.6,2.72452921707668
1ndd,1.6,2.39870838479613
1it2,1.6,2.91102048958630
1h6t,1.6,2.69478674308104
1up3,1.6,1.98703234501238
3man,1.6,2.36555642522384
1t46,1.6,2.4502422565414
1in4,1.6,2.38997839847227
1ryl,1.6,2.76505315124059
1euv,1.6,2.57541700569787
1xsq,1.6,2.71901573125027
1uaq,1.6,2.34636382866004
2g62,1.6,2.11418678965415
2bnj,1.6,1.75921165366847
1pa1,1.6,2.18890787731994
1xtm,1.6,3.62362334619064
1sz3,1.6,3.53375469170356
2bz6,1.6,2.11890339310203
1dd9,1.6,2.62436082027968
1w4y,1.6,1.7686317014786
1h57,1.6,2.03174007781335
1h5h,1.6,2.12380491870997
1h5i,1.6,2.14655954692918
1h5k,1.6,2.1852772580989
1h5l,1.6,2.12645383539735
1h5j,1.6,2.09598426482048
1h5e,1.6,2.13923356062214
1h5d,1.6,2.15054787827316
1h5a,1.6,2.05139930912073
1h5f,1.6,2.25353150883273
1t9i,1.6,2.52644026464268
1n08,1.6,2.52156177900324
1mrp,1.6,3.1277920507105
1qwk,1.6,2.01825291232023
1fcq,1.6,2.96989532676075
1cvl,1.6,2.39445242615215
1e7q,1.6,2.81419454698432
1e7r,1.6,2.65816956575771
2f64,1.6,1.16184521016978
2f67,1.6,1.60033109176316
1su2,1.6,4.15121716135437
1kjp,1.6,1.99634452313913
1kkk,1.6,1.79706998452776
1kjo,1.6,1.95116271502606
2tmn,1.6,2.96114527484203
6tmn,1.6,3.06103347440476
1kei,1.6,2.22800478594485
5tmn,1.6,2.95701857561439
8tln,1.6,2.80153571378291
1hnd,1.6,3.05941159230074
1ry6,1.6,2.99867510078676
1wtf,1.6,2.41881040616787
1a54,1.6,2.30184621843159
1odn,1.6,1.76089583138344
1o6l,1.6,1.78174876975346
1wer,1.6,3.34930629515637
1btk,1.6,3.03584255027198
1ynd,1.6,2.42728121796596
830c,1.6,3.05699463979040
1q11,1.6,2.33524932489458
1nux,1.6,3.06633918345542
1a8e,1.6,2.50168370657116
1wlz,1.6,2.54885342911678
1vki,1.6,1.61202057985131
2bdr,1.6,2.48545158390603
1ktp,1.6,3.10585922272043
1epn,1.6,2.51418918506748
1y0y,1.6,2.42406829647053
1n70,1.6,2.32578947847559
2er7,1.6,2.55643353167592
1wa0,1.6,1.83408629941900
1epm,1.6,2.24888099962628
1y4a,1.6,2.51966836380287
1hsr,1.6,2.82289579447028
1aru,1.6,2.79470483590367
1arv,1.6,2.74837516953808
1arw,1.6,2.79284934687800
1c48,1.6,2.53357710127319
1mkz,1.6,2.29366319423433
1h7n,1.6,2.76603897515001
2ahl,1.6,2.85053628778083
1l5o,1.6,2.42327047069235
3pte,1.6,2.16089380621354
1jfu,1.6,2.42824877185195
1ur2,1.6,2.15475991447783
2c0h,1.6,1.44955975082540
1xkn,1.6,2.50223852839895
1b6a,1.6,1.92872649612949
1qzy,1.6,2.2648392764259
1z6f,1.6,2.25337856357506
1qgx,1.6,2.94132410951856
1m44,1.6,1.55638155088212
1s22,1.6,1.81009159537003
1xh8,1.6,2.27681007473748
1d3g,1.6,2.4038082435842
1yyg,1.6,2.51223620091747
1yzr,1.6,2.45502600263928
1yzp,1.6,2.44612515333467
2b5w,1.6,1.92211168586575
1qz6,1.6,1.75705123397876
2fhp,1.6,2.32732688521583
1wny,1.6,2.86817075903367
1s44,1.6,2.87434866937196
1i58,1.6,2.84311198874113
1h51,1.6,2.39282891635799
1jrr,1.6,2.58755809820175
1ga0,1.6,2.52054871941991
2asm,1.6,1.90106202432365
1nc5,1.6,2.36603870822997
1h60,1.6,2.9435847460695
1yt3,1.6,2.14132647694356
1g7q,1.6,2.74656082734304
1ree,1.6,2.43932209848141
1red,1.6,2.47076531317455
1uhk,1.6,2.28652856995412
1edg,1.6,2.75328295509901
1m6o,1.6,2.63100848180989
7odc,1.6,3.05922308766838
2sim,1.6,3.20127752300744
2sil,1.6,3.21758492281330
1dim,1.6,3.19807520128685
2cc0,1.6,1.89052103954196
1aoe,1.6,2.74358408094993
1zhk,1.6,2.63202163663575
1u1s,1.6,2.98013310611995
1xic,1.6,2.31081711777807
3xis,1.6,2.39273489778067
1tks,1.6,3.12151287283161
4xis,1.6,2.35140660525226
1xis,1.6,2.31099127724089
1nyw,1.6,2.78171915424883
1lqv,1.6,2.71500895044982
1xib,1.6,2.33594420275055
1xif,1.6,2.49038398550924
2qwc,1.6,2.53569261699506
1xpp,1.6,3.05403320595966
1qrr,1.6,2.24131689371711
1qdv,1.6,3.31457220524268
1gug,1.6,2.01297162496908
1i2c,1.6,2.11052049900264
1my6,1.6,2.36835775696358
1yux,1.6,2.36326084897568
1gei,1.6,2.79494593395732
1ru4,1.6,2.17797592310576
1ar5,1.6,2.84770881457845
2c77,1.6,2.27180785717172
1phg,1.6,2.94051713352853
1phc,1.6,2.89867341446887
1phd,1.6,3.10111915696259
1phe,1.6,3.02369919941832
1phf,1.6,3.22584166085258
1phb,1.6,3.12864804290674
1ws8,1.6,2.89685358272508
1q7e,1.6,2.25794853494005
1iu8,1.6,2.1644234190776
2czd,1.6,2.49846103951549
1pp3,1.6,2.61319851335016
1gcy,1.6,3.16224788392958
1gso,1.6,2.69928650344902
16pk,1.6,2.80865550905401
1km1,1.6,2.05659472918264
1m7y,1.6,2.63670021481046
1qk5,1.6,2.62541873914987
1q0x,1.6,2.63541464081904
1q36,1.6,2.10660290822409
1g6t,1.6,1.92531842652957
1g4e,1.6,2.51804794492041
1um5,1.6,2.96067690310467
1ngz,1.6,2.83766633310952
1ksd,1.6,2.57865231512520
1egn,1.6,2.15353507692020
1q2b,1.6,2.05311478151127
1mxg,1.6,2.39825071984877
1nlb,1.6,3.22631156273322
1zhy,1.6,2.54262156130189
1fh0,1.6,2.86147501223486
2b4h,1.6,2.56693104536018
1k92,1.6,2.35398313718751
1xss,1.6,2.53843977402861
1pw9,1.6,2.70134066356465
1aop,1.6,2.62602824166171
1wku,1.6,2.31158229961741
1wq7,1.6,3.45410400218838
1p5d,1.6,1.99819068852263
1yxy,1.6,2.08029711810923
1eon,1.6,2.83117348003026
1wr8,1.6,2.60537338216767
1o6t,1.6,2.41888087176299
1po5,1.6,3.78718482852026
1zk7,1.6,2.39772315919756
1wnl,1.6,2.65489956304652
1wpy,1.6,3.03915119356264
2ah6,1.6,1.56813215562982
1t0a,1.6,2.61673726854704
1fs7,1.6,2.72184320945625
1fs8,1.6,2.67563817845090
1v51,1.6,2.12430162954867
1gy7,1.6,2.91535447945112
1oko,1.6,2.08598141140307
1b5e,1.6,2.77692612162413
1n9m,1.6,2.42284236060228
1zke,1.6,1.92352567112944
1lam,1.6,2.28120047145252
1c7j,1.6,2.70579335573115
1k4f,1.6,2.69530296895582
1nf0,1.6,2.74436393858614
1wza,1.6,3.07214064278194
1y3n,1.6,2.82591447895229
1v3h,1.6,2.75295539745295
1z32,1.6,2.01857910882363
1smd,1.6,2.66894250112394
1yya,1.6,1.7739820441452
1w9d,1.6,1.96043444974351
1e6x,1.6,2.14213875598685
1e72,1.6,2.09786994977551
1jlj,1.6,2.28071442547576
1gpq,1.6,2.6365039285444
1wd7,1.6,3.32603714297676
1jl3,1.6,2.37327791667713
1rcv,1.6,2.49347783616119
1efi,1.6,2.82613046770313
1yms,1.6,2.30381983080570
1bfd,1.6,2.26143631712843
2bce,1.6,2.98839119838057
2bgk,1.6,3.41776960484777
2d1r,1.6,2.06914386550458
1a8u,1.6,2.07103049515473
1e2u,1.6,1.93182237281775
1rp0,1.6,2.32759267923731
1aqu,1.6,2.86099421797204
1o97,1.6,2.87266650383430
1gkk,1.6,2.14941556397232
1n2e,1.6,2.13992288774233
1mop,1.6,2.01208715488570
1q9i,1.6,2.72840584428177
1h7z,1.6,2.82329793496259
1v4x,1.6,2.60038684447485
1f6k,1.6,2.33585938243704
1f2u,1.6,3.74623467893993
1u4b,1.6,2.32095923504353
1nk4,1.6,2.16087860312858
1tvp,1.6,2.35044054770899
1f74,1.6,2.26940180052030
1vma,1.6,2.50533016262482
1v5e,1.6,2.88468349117984
1nm8,1.6,2.69724543315069
1u69,1.6,1.95121493629939
2fct,1.6,2.03094060013362
2fcu,1.6,2.12367461934000
1uf5,1.6,2.25663357572007
1s0i,1.6,2.53766240621754
2ah2,1.6,2.49140751910479
1hoz,1.6,2.85319031055343
1kic,1.6,2.71914370614927
1kaf,1.6,2.85543441726627
1n1t,1.6,2.79326484679461
1s1d,1.6,2.22088010078017
1eg9,1.6,2.75753854566565
1tbb,1.6,1.99733778929853
1kwg,1.6,2.42265815505397
1v8c,1.6,2.43745273962998
1s95,1.6,2.69727717226988
1w5m,1.6,2.16216460331418
1x7d,1.6,2.19580212186295
1y1p,1.6,2.41031130955014
1dsx,1.6,2.52544236187317
1dys,1.6,2.69520368766555
1tjo,1.6,2.68308998406288
1vz3,1.6,2.09447601778062
1o6f,1.6,2.12700419751407
1pe9,1.6,2.53248620157461
1vhd,1.6,2.44004375295976
1ojn,1.6,2.79559463230364
1t4b,1.6,2.10568213837254
1yd9,1.6,2.93156700609398
1u3u,1.6,2.48052835504895
1ejx,1.6,2.85611685213714
1w0p,1.6,2.76703511395117
1uer,1.6,3.20758452431458
1ues,1.6,3.31453830876994
1bd0,1.6,3.22329768803012
2bsv,1.6,3.23049262527921
2bsu,1.6,3.30138617235039
1hqk,1.6,2.25582192242573
1kj8,1.6,3.30245035871694
1rrm,1.6,2.29751420272177
1kj9,1.6,3.18876667048411
2c46,1.6,2.08728037735046
2gyi,1.6,3.04649380365623
1kji,1.6,3.28692849935050
2gl5,1.6,2.14918928280878
1kwm,1.6,2.59159483795813
1dz4,1.6,2.24641490415365
1s9r,1.6,2.07962487204124
1fgr,1.6,2.27338140913531
1ajs,1.6,2.98962811560948
1jkx,1.6,2.70037854153708
2g6y,1.6,2.51989020073187
1h80,1.6,2.58657864742493
1wvm,1.6,2.49742393242803
1o26,1.6,2.45002727389432
1y6v,1.6,2.76657671935143
1nbu,1.6,2.80153567560385
2apj,1.6,2.14222898040193
1hfe,1.6,2.15439323913704
2f9n,1.6,2.72026047639503
1qwm,1.6,2.52556125089148
1qwl,1.6,2.6868631173255
1j1n,1.6,2.63177841876544
1s3e,1.6,2.20896256228847
1gee,1.6,2.52608910604105
1j31,1.6,2.69032170175651
2bo9,1.6,2.36051203038658
2dg5,1.6,2.59976806255785
1hj3,1.6,2.48054601182487
1hj4,1.6,2.52894017327516
1u0f,1.6,2.54004936244116
1u0e,1.6,2.47770520408065
1j3z,1.6,2.43591315988345
1xg4,1.6,2.81110232532281
1fiu,1.6,2.96283128731964
1l9x,1.6,2.39209253228052
1xk7,1.6,2.40842650078939
1g87,1.6,2.3900182548154
1bav,1.6,3.473948169115
1kxv,1.6,3.18114332620811
1ccw,1.6,2.39911035547709
1dki,1.6,2.5847052111322
1f1x,1.6,2.31587518514899
1ji1,1.6,2.67308463096680
1tqj,1.6,2.70423862936276
1p0z,1.6,2.07972485877986
1pzg,1.6,2.13431278658657
1juh,1.6,2.21944451588600
1q0g,1.6,1.85021623022383
1ufo,1.6,2.62430810334324
2cdb,1.6,2.56079451230672
1zz0,1.6,2.3656193036334
1kqf,1.6,2.51173045648149
1uxl,1.6,2.45755892043064
1xpm,1.6,2.79475138297521
1jnr,1.6,2.58475511957177
1d8w,1.6,3.27544470718489
2fym,1.6,2.23239253187339
1gtz,1.6,1.93524689936331
1dps,1.6,2.20699525902880
1qh1,1.6,2.11888881257211
1qgu,1.6,2.12963952823771
1qh8,1.6,2.20648135439707
1qmg,1.6,2.16457782797011
1iy8,1.6,2.21921143475881
1y7b,1.6,2.47550851632547
8ruc,1.6,2.72016953082772
1fwx,1.6,3.34665458319307
1kxq,1.6,3.11754956926705
1rm6,1.6,2.23680711505813
1e6y,1.6,2.33615395038265
1y2m,1.6,2.0880016229108
1px3,1.6,3.08877739617198
1px4,1.6,3.08243091233992
2ar1,1.6,2.39303035830351
2a0m,1.6,1.92582185008669
1vk5,1.6,2.21474861312904
1lqa,1.6,2.21470851435153
2aen,1.6,1.80490629375461
1s8i,1.61,1.93787087030806
